DATE,CN,AMT
20190512,27,300
20190512,35,4433
20190512,49,613
20190512,31,1058
20190512,13,804
20190512,13,53
20190512,27,121
20190512,4,22
20190512,9,32
20190512,13,40
20190512,35,313
20190512,31,156
20190512,4,146
20190512,31,2340
20190512,18,186
20190512,9,619
20190512,13,1277
20190512,4,93
20190512,4,155
20190512,4,2210
20190512,4,840
20190512,53,212
20190512,13,38
20190512,9,20
20190512,18,77
20190512,31,95
20190512,13,79
20190512,84,338
20190512,128,648
20190512,4,7
20190512,4,27
20190512,9,93
20190512,13,278
20190512,27,604
20190512,18,1227
20190512,66,374
20190512,57,2073
20190512,22,301
20190512,18,136
20190512,31,386
20190512,44,2825
20190512,22,198
20190512,13,27
20190512,4,110
20190512,4,22
20190512,9,31
20190512,18,141
20190512,22,867
20190512,22,300
20190512,13,60
20190512,31,573
20190512,27,189
20190512,9,32
20190512,137,445
20190512,44,296
20190512,4,327
20190512,4,4
20190512,13,71
20190512,44,108
20190512,4,9
20190512,522,2090
20190512,491,2092
20190512,84,617
20190512,44,162
20190512,13,190
20190512,22,778
20190512,53,850
20190512,4,1613
20190512,4,84
20190512,9,44
20190512,4,530
20190512,53,188
20190512,4,44
20190512,9,139
20190512,18,57
20190512,93,373
20190512,18,88
20190512,18,37
20190512,9,112
20190512,18,1622
20190512,4,530
20190512,4,88
20190512,4,42
20190512,9,221
20190512,13,124
20190512,4,4
20190512,27,49
20190512,4,44
20190512,4,9
20190512,4,172
20190512,4,707
20190512,4,3978
20190512,22,221
20190512,4,106
20190512,4,186
20190512,4,150
20190512,9,62
20190512,4,130
20190512,13,570
20190512,18,453
20190512,4,44
20190512,4,212
20190512,4,88
20190513,6,22
20190513,11,138
20190513,6,28
20190513,11,303
20190513,6,880
20190513,17,1088
20190513,11,192
20190513,6,165
20190513,17,1440
20190513,6,165
20190513,17,653
20190513,55,4427
20190513,11,1375
20190513,6,274
20190513,6,54
20190513,6,296
20190513,6,87
20190513,50,606
20190513,22,1163
20190513,33,228
20190513,6,171
20190513,11,54
20190513,138,665
20190513,176,3957
20190513,22,248
20190513,17,17
20190513,6,11
20190513,11,81
20190513,11,132
20190513,61,4074
20190513,39,2834
20190513,22,1703
20190513,22,258
20190513,28,3476
20190513,22,1240
20190513,28,5000
20190513,6,490
20190513,6,197
20190513,11,351
20190513,44,4118
20190513,33,2612
20190513,22,1160
20190513,17,1986
20190513,17,1764
20190513,22,890
20190513,17,938
20190513,11,1754
20190513,6,617
20190513,17,1416
20190513,33,144
20190513,55,5434
20190513,11,61
20190513,17,1683
20190513,11,28
20190513,6,20
20190513,160,728
20190513,193,1539
20190513,22,60
20190513,22,352
20190513,6,44
20190513,33,70
20190513,6,28
20190513,6,83
20190513,6,1372
20190513,6,325
20190513,11,3339
20190513,6,233
20190513,6,404
20190513,6,198
20190513,11,248
20190513,6,110
20190513,6,154
20190513,6,990
20190513,6,644
20190513,6,627
20190513,6,275
20190513,11,26
20190513,11,62
20190513,6,413
20190513,6,193
20190513,6,517
20190513,6,385
20190513,11,105
20190513,6,198
20190513,11,132
20190513,6,990
20190513,6,83
20190513,28,99
20190513,22,121
20190513,28,381
20190513,11,50
20190513,22,157
20190513,6,385
20190513,6,3394
20190513,6,110
20190513,6,17
20190513,28,72
20190513,22,140
20190513,6,715
20190513,4,2298
20190513,4,177
20190513,9,57
20190513,13,56
20190513,9,61
20190513,9,2100
20190513,22,6931
20190513,18,564
20190513,22,5702
20190513,31,420
20190513,13,73
20190513,9,1132
20190513,4,177
20190513,22,2422
20190513,9,964
20190513,18,941
20190513,9,831
20190513,13,1909
20190513,18,473
20190513,9,9017
20190513,4,296
20190513,9,4707
20190513,18,1216
20190513,4,42
20190513,9,1392
20190513,4,177
20190513,22,1118
20190513,4,2188
20190513,4,22
20190513,4,6
20190513,4,15
20190513,9,123
20190513,9,327
20190513,9,283
20190513,9,141
20190513,9,3094
20190513,9,1649
20190513,469,30957
20190513,420,30157
20190513,292,21746
20190513,239,21467
20190513,367,21757
20190513,389,29929
20190513,274,19368
20190513,164,13660
20190513,102,7158
20190513,75,5622
20190513,243,16342
20190513,469,33574
20190513,274,25086
20190513,305,21141
20190513,194,12405
20190513,248,23102
20190513,243,18812
20190513,124,10511
20190513,75,7421
20190513,66,5932
20190513,13,49
20190513,22,704
20190513,9,939
20190513,31,1004
20190513,9,155
20190513,9,2004
20190513,4,13
20190513,13,225
20190513,4,219
20190513,13,1717
20190513,31,1002
20190513,31,866
20190513,40,1044
20190513,57,1137
20190513,40,945
20190513,4,7
20190513,115,380
20190513,35,339
20190513,13,59
20190513,9,22
20190513,27,117
20190513,44,312
20190513,4,44
20190513,690,3295
20190513,283,1661
20190513,71,438
20190513,27,454
20190513,13,356
20190513,27,240
20190513,31,282
20190513,9,63
20190513,31,80
20190513,9,22
20190513,18,30
20190513,124,365
20190513,115,556
20190513,4,13
20190513,4,7
20190513,18,2161
20190513,9,97
20190513,18,1359
20190513,31,2572
20190513,18,1840
20190513,9,924
20190513,9,2652
20190513,9,999
20190513,13,1538
20190513,4,230
20190513,13,606
20190513,27,4050
20190513,53,4718
20190513,4,614
20190513,18,15521
20190513,31,2838
20190513,9,1584
20190513,9,743
20190513,4,413
20190513,13,1296
20190513,13,281
20190513,22,1373
20190513,4,22
20190513,18,2972
20190513,22,953
20190513,18,1539
20190513,13,367
20190513,13,1676
20190513,13,44
20190513,13,342
20190513,44,3323
20190513,31,1251
20190513,18,785
20190513,22,1241
20190513,31,648
20190513,31,2097
20190513,18,251
20190513,13,635
20190513,31,2181
20190513,4,146
20190513,9,164
20190513,4,104
20190513,4,172
20190513,18,296
20190513,18,252
20190513,9,152
20190513,13,281
20190513,4,3182
20190513,4,1299
20190513,4,133
20190513,4,111
20190513,4,2122
20190513,4,71
20190513,9,707
20190513,4,78
20190513,4,10179
20190513,9,32
20190513,22,2546
20190513,4,1750
20190513,4,177
20190513,71,212
20190513,44,575
20190513,13,6758
20190513,13,981
20190513,13,614
20190513,4,265
20190513,4,4
20190513,18,179
20190513,4,22
20190513,9,314
20190513,9,31
20190513,71,1707
20190513,119,671
20190513,27,159
20190513,22,22
20190513,9,111
20190513,4,13
20190513,4,49
20190513,4,57
20190513,13,80
20190513,4,44
20190513,80,657
20190513,71,582
20190513,31,258
20190513,4,111
20190513,4,464
20190513,4,22
20190513,9,614
20190513,9,1547
20190513,4,353
20190513,22,1171
20190513,4,1985
20190513,4,99
20190513,4,371
20190513,9,14
20190513,4,44
20190513,4,66
20190513,13,73
20190513,13,162
20190513,13,2069
20190513,4,111
20190513,4,44
20190513,4,66
20190513,22,81
20190513,9,13
20190513,44,294
20190513,71,359
20190513,18,113
20190513,4,38
20190513,9,100
20190513,4,256
20190513,4,115
20190513,4,35
20190513,4,305
20190513,9,1299
20190513,4,659
20190513,40,498
20190513,4,52
20190513,4,212
20190513,4,283
20190513,9,3819
20190513,4,619
20190513,9,1264
20190513,13,150
20190513,44,757
20190513,18,1166
20190513,18,501
20190513,27,1837
20190513,4,88
20190513,4,137
20190513,4,31
20190513,9,278
20190513,9,575
20190513,9,106
20190513,4,252
20190513,9,1162
20190513,9,45
20190513,9,27
20190513,4,150
20190513,4,84
20190513,9,44
20190513,27,296
20190513,31,197
20190513,22,85
20190513,4,10
20190513,4,84
20190513,4,33
20190513,4,274
20190513,13,265
20190513,4,27
20190513,6,143
20190513,11,1667
20190513,11,1722
20190513,6,50
20190513,6,6
20190513,11,1788
20190513,6,550
20190513,6,352
20190513,6,1271
20190513,11,33
20190513,6,11
20190513,6,50
20190513,17,242
20190513,11,820
20190513,6,198
20190513,6,1040
20190513,6,825
20190513,17,124
20190513,17,49
20190513,6,28
20190513,6,11
20190513,11,1265
20190513,17,85
20190513,17,245
20190513,17,2981
20190513,22,13915
20190513,6,44
20190513,17,240
20190513,17,145
20190513,6,3449
20190513,6,33
20190513,17,99
20190513,6,605
20190513,44,252
20190513,28,392
20190513,11,85
20190513,17,479
20190513,6,2079
20190513,11,1650
20190513,6,165
20190513,6,44
20190513,11,913
20190513,11,113
20190513,17,1271
20190513,11,300
20190513,6,33
20190513,6,102
20190513,17,1269
20190513,17,297
20190513,6,74
20190513,11,22
20190513,6,7
20190513,6,4125
20190513,22,94
20190513,28,59
20190513,11,72
20190513,11,53
20190513,6,946
20190513,6,5500
20190513,6,176
20190513,11,83
20190513,6,533
20190513,6,440
20190513,6,60
20190513,6,24
20190513,6,69
20190513,6,72
20190513,6,35
20190513,6,875
20190513,6,33
20190513,6,33
20190513,17,613
20190513,11,2354
20190513,28,1033
20190513,11,2041
20190513,6,33
20190513,28,417
20190513,33,147
20190513,11,55
20190513,33,537
20190513,6,200
20190513,61,1402
20190513,33,946
20190513,28,1290
20190513,6,2008
20190513,17,580
20190513,6,931
20190513,6,994
20190513,22,1580
20190513,17,717
20190513,6,827
20190513,6,446
20190513,11,534
20190513,6,110
20190513,6,110
20190513,22,877
20190513,6,105
20190513,6,574
20190513,11,1474
20190513,11,1087
20190513,11,53
20190513,11,24
20190513,17,58
20190513,6,385
20190513,6,3053
20190513,6,941
20190513,6,493
20190513,11,18
20190513,6,28
20190513,17,86
20190513,11,44
20190513,88,338
20190513,17,43
20190513,6,13
20190513,6,13
20190513,6,56
20190513,6,53
20190513,6,7
20190513,11,85
20190513,6,25
20190513,22,635
20190513,17,360
20190513,11,63
20190513,6,825
20190513,6,28
20190513,6,220
20190513,6,55
20190513,6,12
20190513,22,216
20190513,33,397
20190513,6,39
20190513,6,6
20190513,6,413
20190513,6,39
20190513,11,825
20190513,6,2552
20190513,6,35
20190513,11,30
20190513,6,1293
20190513,33,228
20190513,11,61
20190513,22,178
20190513,6,2090
20190513,6,990
20190513,6,1210
20190513,6,1535
20190513,6,545
20190513,11,1920
20190513,6,220
20190513,6,86
20190513,11,385
20190513,6,550
20190513,6,2057
20190513,17,96
20190513,17,94
20190513,33,2225
20190513,17,490
20190513,11,616
20190513,6,176
20190513,11,297
20190513,6,138
20190513,6,28
20190513,6,429
20190513,6,35
20190513,6,198
20190513,22,157
20190513,11,507
20190513,6,127
20190513,6,83
20190513,6,416
20190513,17,5401
20190513,17,95
20190513,17,92
20190513,33,144
20190513,44,285
20190513,6,132
20190513,22,251
20190513,6,28
20190513,6,17
20190513,6,990
20190513,6,545
20190513,6,72
20190513,6,248
20190513,6,56
20190513,11,633
20190513,6,8
20190513,11,297
20190513,6,83
20190513,11,2613
20190513,61,389
20190513,61,663
20190513,50,1708
20190513,22,1409
20190513,11,102
20190513,55,3768
20190513,22,1276
20190513,22,3135
20190513,6,1155
20190513,6,590
20190513,6,1100
20190513,6,270
20190513,55,215
20190513,28,156
20190513,11,611
20190513,22,545
20190513,11,137
20190513,6,67
20190513,105,565
20190513,99,2401
20190513,22,349
20190513,11,48
20190513,6,95
20190513,22,2187
20190513,11,1650
20190513,6,1980
20190513,11,48538
20190513,11,562
20190513,6,213
20190513,17,1881
20190513,6,616
20190513,6,1238
20190513,17,1301
20190513,6,110
20190513,22,976
20190513,6,44
20190513,6,539
20190513,6,23
20190513,6,96
20190513,6,275
20190513,6,32
20190513,28,284
20190513,6,836
20190513,6,715
20190513,17,625
20190513,17,1458
20190513,11,2812
20190513,6,219
20190513,11,472
20190513,6,765
20190513,11,1870
20190513,39,90
20190513,6,28
20190513,17,1672
20190513,6,1650
20190513,6,2750
20190513,6,55
20190513,121,630
20190513,143,798
20190513,22,140
20190513,28,823
20190513,17,1612
20190513,17,228
20190513,11,41
20190513,6,220
20190513,11,37
20190513,6,138
20190513,6,418
20190513,6,374
20190513,6,858
20190513,6,957
20190513,22,382
20190513,6,83
20190513,6,518
20190513,17,72
20190513,6,165
20190513,6,22
20190513,11,56
20190513,99,542
20190513,17,176
20190513,6,83
20190513,6,275
20190513,6,1023
20190513,11,380
20190513,11,989
20190513,6,17
20190513,11,550
20190513,17,163
20190513,17,128
20190513,17,28
20190513,83,382
20190513,17,103
20190513,6,110
20190513,6,374
20190513,11,440
20190513,6,536
20190513,6,1650
20190513,6,55
20190513,4,44
20190513,4,442
20190513,4,398
20190513,4,133
20190513,4,217
20190513,4,27
20190513,84,469
20190513,35,1786
20190513,9,133
20190513,31,544
20190513,49,101
20190513,13,3313
20190513,22,282
20190513,522,2585
20190513,323,1711
20190513,62,678
20190513,49,2035
20190513,9,102
20190513,27,1632
20190513,31,113
20190513,9,61
20190513,4,29
20190513,4,13
20190513,4,31
20190513,4,35
20190513,22,248
20190513,4,35
20190513,4,57
20190513,4,566
20190513,4,265
20190513,4,1750
20190513,4,66
20190513,9,65
20190513,31,111
20190513,13,135
20190513,4,51
20190513,9,93
20190513,4,177
20190513,9,840
20190513,9,177
20190513,4,286
20190513,4,132
20190513,4,2475
20190513,13,1419
20190513,4,264
20190513,4,44
20190513,4,809
20190513,4,663
20190513,4,884
20190513,4,151
20190513,4,133
20190513,27,130
20190513,13,2440
20190513,9,707
20190513,9,1713
20190513,22,378
20190513,9,84
20190513,97,402
20190513,159,9492
20190513,31,402
20190513,27,2165
20190513,22,2829
20190513,22,610
20190513,18,407
20190513,9,172
20190513,4,35
20190513,4,181
20190513,4,522
20190513,9,80
20190513,13,111
20190513,13,91
20190513,4,172
20190513,4,9
20190513,4,230
20190513,141,1170
20190513,22,89
20190513,9,1635
20190513,31,3536
20190513,35,827
20190513,22,272
20190513,18,1276
20190513,4,66
20190513,13,380
20190513,411,2187
20190513,429,2050
20190513,44,278
20190513,44,525
20190513,40,1030
20190513,102,5364
20190513,66,3072
20190513,40,728
20190513,57,2634
20190513,75,3688
20190513,4,88
20190513,4,13
20190513,4,777
20190513,9,1282
20190513,13,4094
20190513,53,146
20190513,18,57
20190513,18,614
20190513,4,332
20190513,9,641
20190513,4,637
20190513,4,44
20190513,9,13
20190513,4,9
20190513,9,9
20190513,124,412
20190513,40,177
20190513,13,62
20190513,4,4
20190513,4,88
20190513,4,13
20190513,4,663
20190513,9,9
20190513,13,35
20190513,4,2210
20190513,9,800
20190513,111,473
20190513,40,238
20190513,4,29
20190513,9,1238
20190513,4,3801
20190513,9,380
20190513,4,243
20190513,4,31
20190513,4,22
20190513,4,122
20190513,4,9
20190513,9,13
20190513,4,1193
20190513,164,767
20190513,35,128
20190513,13,75
20190513,4,44
20190513,4,31
20190513,4,619
20190513,9,738
20190513,4,88
20190513,31,978
20190513,4,4
20190513,9,538
20190513,9,831
20190513,4,15
20190513,9,13
20190513,9,25
20190513,4,243
20190513,119,668
20190513,80,425
20190513,4,13
20190513,22,1140
20190513,4,84
20190513,13,1339
20190513,4,88
20190513,9,133
20190513,4,9
20190513,4,15
20190513,9,18
20190513,18,71
20190513,4,44
20190513,4,93
20190513,4,17
20190513,9,1819
20190513,4,62
20190513,9,26
20190513,4,40
20190513,13,119
20190513,18,300
20190513,13,64
20190513,9,106
20190513,9,34
20190513,4,3492
20190513,4,17
20190513,4,796
20190513,4,1326
20190513,4,1575
20190513,4,796
20190513,4,1856
20190513,31,2897
20190513,4,71
20190513,4,27
20190513,9,1260
20190513,4,141
20190513,9,256
20190513,4,104
20190513,4,2917
20190513,4,217
20190513,71,859
20190513,27,46
20190513,4,22
20190513,9,66
20190513,27,895
20190513,18,45
20190513,9,5322
20190513,13,946
20190513,513,2613
20190513,305,2522
20190513,62,1384
20190513,18,514
20190513,13,340
20190513,13,1238
20190513,40,1078
20190513,22,1752
20190513,22,981
20190513,18,1361
20190513,9,491
20190513,4,217
20190513,9,362
20190513,18,991
20190513,18,669
20190513,4,265
20190513,13,450
20190513,31,2718
20190513,4,111
20190513,18,323
20190513,9,465
20190513,4,290
20190513,13,518
20190513,9,187
20190513,4,221
20190513,9,504
20190513,186,1015
20190513,84,2139
20190513,18,250
20190513,13,641
20190513,22,203
20190513,40,194
20190513,66,470
20190513,13,1269
20190513,4,44
20190513,513,2281
20190513,504,2719
20190513,88,598
20190513,40,462
20190513,18,133
20190513,13,615
20190513,31,1917
20190513,4,88
20190513,4,53
20190513,4,18
20190513,18,64
20190513,22,285
20190513,57,337
20190513,4,30
20190513,22,526
20190513,4,33
20190513,4,66
20190513,57,2795
20190513,9,3448
20190513,31,491
20190513,4,128
20190513,27,566
20190513,40,157
20190513,102,565
20190513,9,66
20190513,9,51
20190513,9,10
20190513,4,44
20190513,4,40
20190513,4,31
20190513,62,357
20190513,71,369
20190513,40,829
20190513,31,1353
20190513,31,206
20190513,18,387
20190513,40,3729
20190513,22,676
20190513,27,1232
20190513,13,948
20190513,27,170
20190513,40,549
20190513,9,86
20190513,9,145
20190513,9,2453
20190513,27,168
20190513,13,2785
20190513,4,84
20190513,4,11
20190513,133,2718
20190513,27,780
20190513,4,340
20190513,4,13
20190513,9,46
20190513,22,1461
20190513,13,5343
20190513,4,68
20190513,274,1114
20190513,287,2755
20190513,49,261
20190513,27,312
20190513,13,292
20190513,18,474
20190513,9,349
20190513,4,4
20190513,4,1282
20190513,4,305
20190513,27,2000
20190513,9,925
20190513,4,46
20190513,4,24
20190513,4,261
20190513,27,71
20190513,4,2011
20190513,4,88
20190513,4,2369
20190513,4,566
20190513,62,434
20190513,40,135
20190513,13,149
20190513,13,88
20190513,9,18
20190513,9,22
20190513,4,530
20190513,4,124
20190513,4,292
20190513,4,164
20190513,4,482
20190513,4,486
20190513,4,62
20190513,31,354
20190513,13,548
20190513,9,155
20190513,9,194
20190514,6,770
20190514,11,94
20190514,17,127
20190514,6,165
20190514,11,655
20190514,33,1893
20190514,17,1436
20190514,6,109
20190514,17,657
20190514,6,307
20190514,44,2223
20190514,6,165
20190514,6,325
20190514,11,208
20190514,99,967
20190514,22,3042
20190514,11,171
20190514,6,149
20190514,17,583
20190514,6,66
20190514,72,328
20190514,165,1048
20190514,33,1035
20190514,11,149
20190514,17,195
20190514,6,28
20190514,6,110
20190514,39,2998
20190514,39,1795
20190514,55,3148
20190514,11,1308
20190514,28,2410
20190514,28,686
20190514,33,1831
20190514,22,2316
20190514,11,1163
20190514,6,435
20190514,28,1898
20190514,33,2494
20190514,22,1792
20190514,11,1369
20190514,11,523
20190514,22,2195
20190514,22,2363
20190514,11,1639
20190514,11,1837
20190514,44,96
20190514,22,52
20190514,17,697
20190514,6,28
20190514,11,140
20190514,99,536
20190514,143,698
20190514,11,3946
20190514,6,28
20190514,22,559
20190514,6,1958
20190514,11,1869
20190514,6,165
20190514,11,4739
20190514,6,109
20190514,6,220
20190514,6,210
20190514,6,220
20190514,11,240
20190514,6,330
20190514,6,110
20190514,6,253
20190514,6,66
20190514,11,2483
20190514,6,72
20190514,6,55
20190514,11,66
20190514,6,209
20190514,6,17
20190514,6,440
20190514,6,204
20190514,11,2970
20190514,6,110
20190514,17,360
20190514,11,89
20190514,6,17
20190514,6,770
20190514,11,259
20190514,6,19
20190514,11,66
20190514,11,66
20190514,11,127
20190514,6,220
20190514,6,495
20190514,6,1100
20190514,28,102
20190514,17,465
20190514,6,99
20190514,4,44
20190514,9,548
20190514,4,1105
20190514,9,464
20190514,9,146
20190514,18,74
20190514,4,62
20190514,13,346
20190514,9,2077
20190514,13,8155
20190514,22,385
20190514,22,771
20190514,18,21083
20190514,9,588
20190514,9,446
20190514,13,323
20190514,4,128
20190514,13,1883
20190514,13,517
20190514,13,217
20190514,4,398
20190514,4,239
20190514,22,1025
20190514,9,327
20190514,9,601
20190514,4,243
20190514,18,1901
20190514,22,1786
20190514,4,12
20190514,4,21
20190514,4,70
20190514,4,2334
20190514,4,11
20190514,13,38
20190514,9,55
20190514,13,80
20190514,13,482
20190514,18,1048
20190514,4,672
20190514,9,168
20190514,548,35865
20190514,477,33937
20190514,265,17528
20190514,314,18251
20190514,358,23545
20190514,438,30335
20190514,296,20206
20190514,199,15428
20190514,80,5858
20190514,31,2511
20190514,278,20929
20190514,491,37576
20190514,323,29826
20190514,327,24098
20190514,261,20150
20190514,225,14011
20190514,256,20837
20190514,137,8550
20190514,57,5976
20190514,62,4854
20190514,13,164
20190514,9,100
20190514,22,193
20190514,4,242
20190514,4,77
20190514,4,13
20190514,13,296
20190514,22,570
20190514,18,134
20190514,22,478
20190514,22,650
20190514,18,251
20190514,40,782
20190514,31,434
20190514,4,7
20190514,4,44
20190514,128,542
20190514,13,179
20190514,40,343
20190514,31,133
20190514,729,3594
20190514,283,1738
20190514,84,678
20190514,31,175
20190514,13,65
20190514,18,55
20190514,31,203
20190514,22,198
20190514,4,62
20190514,40,95
20190514,9,12
20190514,4,4
20190514,13,38
20190514,9,102
20190514,256,796
20190514,102,370
20190514,22,52
20190514,4,150
20190514,4,88
20190514,4,345
20190514,18,541
20190514,35,1422
20190514,62,4107
20190514,9,498
20190514,31,2895
20190514,22,2158
20190514,9,196
20190514,18,2281
20190514,4,371
20190514,4,393
20190514,18,866
20190514,35,1317
20190514,22,2445
20190514,27,3473
20190514,49,19013
20190514,9,756
20190514,9,919
20190514,13,1644
20190514,18,987
20190514,22,2851
20190514,18,489
20190514,9,259
20190514,4,27
20190514,4,442
20190514,9,41
20190514,9,1690
20190514,18,4616
20190514,9,1053
20190514,4,11
20190514,40,501
20190514,18,74
20190514,22,1003
20190514,49,2868
20190514,22,940
20190514,18,290
20190514,13,314
20190514,18,1030
20190514,9,568
20190514,4,354
20190514,4,24
20190514,4,968
20190514,22,310
20190514,13,181
20190514,13,134
20190514,27,400
20190514,27,450
20190514,4,46
20190514,4,751
20190514,4,111
20190514,9,248
20190514,4,111
20190514,4,88
20190514,9,176
20190514,13,141
20190514,4,49
20190514,13,336
20190514,4,4
20190514,4,9
20190514,9,116
20190514,49,411
20190514,66,322
20190514,27,1443
20190514,9,364
20190514,4,1901
20190514,4,703
20190514,4,415
20190514,9,62
20190514,9,24
20190514,9,48
20190514,13,831
20190514,4,1459
20190514,4,88
20190514,9,31
20190514,88,315
20190514,97,470
20190514,27,81
20190514,9,18
20190514,4,23
20190514,13,137
20190514,13,86
20190514,4,155
20190514,13,86
20190514,4,111
20190514,22,87
20190514,62,312
20190514,9,56
20190514,4,13
20190514,9,160
20190514,4,115
20190514,4,132
20190514,13,353
20190514,13,1178
20190514,18,1901
20190514,4,1078
20190514,4,772
20190514,4,614
20190514,9,1755
20190514,9,2409
20190514,4,13
20190514,4,1167
20190514,40,169
20190514,18,93
20190514,4,9
20190514,13,455
20190514,4,62
20190514,4,177
20190514,4,111
20190514,4,44
20190514,4,97
20190514,22,73
20190514,4,133
20190514,9,53
20190514,44,144
20190514,75,368
20190514,18,756
20190514,22,208
20190514,22,1233
20190514,9,239
20190514,4,40
20190514,9,68
20190514,4,504
20190514,4,177
20190514,4,256
20190514,9,22
20190514,4,24
20190514,4,619
20190514,4,2196
20190514,9,221
20190514,4,442
20190514,4,44
20190514,9,293
20190514,27,479
20190514,9,429
20190514,22,1554
20190514,4,103
20190514,13,159
20190514,4,84
20190514,4,40
20190514,4,170
20190514,4,427
20190514,9,307
20190514,9,360
20190514,9,1283
20190514,4,690
20190514,4,84
20190514,4,287
20190514,4,252
20190514,22,2381
20190514,4,119
20190514,31,201
20190514,31,576
20190514,9,54
20190514,9,32
20190514,4,181
20190514,9,27
20190514,4,398
20190514,11,1117
20190514,11,10175
20190514,6,11
20190514,17,518
20190514,6,17
20190514,6,22
20190514,11,270
20190514,6,22
20190514,6,165
20190514,17,732
20190514,6,523
20190514,6,15125
20190514,6,436
20190514,6,1430
20190514,11,2750
20190514,11,2734
20190514,6,218
20190514,33,2742
20190514,17,414
20190514,6,17
20190514,11,41
20190514,17,72
20190514,6,17
20190514,11,605
20190514,6,1155
20190514,6,198
20190514,6,83
20190514,6,44
20190514,6,39
20190514,6,66
20190514,11,39
20190514,28,231
20190514,50,208
20190514,44,219
20190514,17,487
20190514,17,1768
20190514,6,766
20190514,33,733
20190514,11,307
20190514,17,2624
20190514,11,897
20190514,6,850
20190514,6,40
20190514,6,39
20190514,6,32
20190514,6,248
20190514,6,429
20190514,6,17
20190514,11,145
20190514,39,78
20190514,17,58
20190514,17,209
20190514,6,220
20190514,6,19
20190514,11,39
20190514,6,275
20190514,6,41
20190514,6,439
20190514,6,83
20190514,6,660
20190514,6,110
20190514,6,638
20190514,11,522
20190514,11,37
20190514,6,36
20190514,22,430
20190514,11,542
20190514,22,1016
20190514,11,51
20190514,44,114
20190514,28,850
20190514,11,598
20190514,39,1008
20190514,28,1104
20190514,11,597
20190514,17,487
20190514,11,182
20190514,11,292
20190514,6,607
20190514,6,233
20190514,11,842
20190514,6,193
20190514,6,976
20190514,22,10914
20190514,11,1369
20190514,6,540
20190514,6,651
20190514,17,205
20190514,6,6
20190514,6,99
20190514,11,218
20190514,6,297
20190514,11,21
20190514,17,605
20190514,6,9
20190514,22,251
20190514,6,17
20190514,121,431
20190514,22,118
20190514,6,248
20190514,6,2145
20190514,6,220
20190514,6,1210
20190514,6,605
20190514,6,55
20190514,17,141
20190514,6,495
20190514,6,424
20190514,17,33
20190514,6,31
20190514,33,430
20190514,17,110
20190514,6,660
20190514,6,787
20190514,6,165
20190514,6,292
20190514,17,699
20190514,6,1815
20190514,6,110
20190514,6,40
20190514,11,112
20190514,11,682
20190514,17,68
20190514,28,102
20190514,11,34
20190514,6,36
20190514,6,138
20190514,6,132
20190514,17,1491
20190514,6,385
20190514,17,2915
20190514,6,660
20190514,6,110
20190514,11,43
20190514,6,5445
20190514,6,47
20190514,17,96
20190514,33,138
20190514,11,275
20190514,17,232
20190514,6,220
20190514,6,127
20190514,6,1650
20190514,6,30
20190514,6,1375
20190514,11,144
20190514,6,25
20190514,11,97
20190514,6,72
20190514,6,1018
20190514,6,97
20190514,6,1342
20190514,11,128
20190514,17,89
20190514,28,70
20190514,17,54
20190514,28,149
20190514,11,88
20190514,6,127
20190514,11,1023
20190514,11,385
20190514,6,83
20190514,6,457
20190514,6,539
20190514,6,39
20190514,6,39
20190514,11,1139
20190514,11,413
20190514,6,495
20190514,22,464
20190514,11,15
20190514,6,39
20190514,61,776
20190514,77,1043
20190514,28,619
20190514,11,62
20190514,17,413
20190514,11,198
20190514,11,462
20190514,17,1815
20190514,6,165
20190514,6,435
20190514,6,330
20190514,6,435
20190514,6,583
20190514,22,64
20190514,22,3347
20190514,6,550
20190514,11,33
20190514,28,1849
20190514,6,181
20190514,6,1997
20190514,11,647
20190514,6,50
20190514,110,503
20190514,116,739
20190514,28,241
20190514,6,14
20190514,17,345
20190514,11,176
20190514,6,2090
20190514,17,1130
20190514,6,50
20190514,11,3300
20190514,28,4575
20190514,6,336
20190514,6,990
20190514,6,303
20190514,6,82
20190514,17,985
20190514,6,110
20190514,6,3
20190514,11,117
20190514,11,70
20190514,6,55
20190514,17,968
20190514,6,6930
20190514,17,101
20190514,6,215
20190514,6,270
20190514,6,109
20190514,17,840
20190514,17,1610
20190514,6,164
20190514,11,328
20190514,6,2167
20190514,6,138
20190514,17,237
20190514,6,193
20190514,6,97
20190514,6,77
20190514,33,91
20190514,6,11
20190514,6,176
20190514,28,1321
20190514,127,576
20190514,160,926
20190514,28,185
20190514,6,44
20190514,6,33
20190514,6,49
20190514,11,189
20190514,6,14
20190514,6,160
20190514,6,50
20190514,11,1419
20190514,11,83
20190514,11,717
20190514,17,1689
20190514,6,50
20190514,11,69
20190514,28,215
20190514,55,360
20190514,11,165
20190514,11,826
20190514,6,209
20190514,6,66
20190514,6,99
20190514,6,330
20190514,6,660
20190514,17,833
20190514,6,1526
20190514,6,627
20190514,6,5
20190514,6,29
20190514,6,1634
20190514,6,187
20190514,6,17
20190514,44,57
20190514,61,377
20190514,17,1899
20190514,6,44
20190514,11,418
20190514,11,2970
20190514,6,83
20190514,9,1918
20190514,4,137
20190514,4,464
20190514,4,115
20190514,4,265
20190514,4,354
20190514,4,287
20190514,93,429
20190514,18,84
20190514,13,924
20190514,18,159
20190514,31,152
20190514,31,1105
20190514,18,72
20190514,4,22
